Ejari Contract Number,Registration Date,Start Date,End Date,Version,Area,Contract Amount,Annual Amount,Is Free Hold?,Property Size (sq.m),Property Type,Property Sub Type,Number of Rooms,Usage,Nearest Metro,Nearest Mall,Nearest Landmark,Parking,No of Units,Master Project,Project
"0120200805004233","2023-07-30 10:16:31","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Murqabat","80000","80000","Non Free Hold","99.59","Unit","Flat","","Residential","Union Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120200809000793","2023-07-30 14:10:16","2023-08-01 00:00:00","2023-10-31 00:00:00","Renewed","Al Barsha First","18904","75616","Non Free Hold","106","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120200810003528","2023-07-30 17:27:23","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Barsha First","46000","46000","Non Free Hold","55","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120200810003719","2023-07-30 10:22:32","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Barsha First","46000","46000","Non Free Hold","67","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120200822000478","2023-07-30 16:07:05","2023-08-25 00:00:00","2024-08-24 00:00:00","Renewed","Al Suq Al Kabeer","37950","37950","Non Free Hold","37.16","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120200824002808","2023-07-30 13:40:10","2023-08-29 00:00:00","2024-08-28 00:00:00","Renewed","Jumeirah First","88000","88000","Non Free Hold","118","Unit","Flat","","Residential","Financial Centre","Dubai Mall","Burj Khalifa","","1","",""
"0120200826002422","2023-07-30 13:31:23","2023-08-29 00:00:00","2024-08-28 00:00:00","Renewed","Muhaisanah Fourth","38500","38500","Non Free Hold","106.74","Unit","Flat","","Residential","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200827000452","2023-07-30 13:04:54","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Suq Al Kabeer","28600","28600","Non Free Hold","33.71","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120200827004657","2023-07-30 20:29:38","2023-08-25 00:00:00","2024-08-24 00:00:00","Renewed","Mankhool","85000","85000","Non Free Hold","10","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120200829001944","2023-07-30 10:59:31","2023-07-01 00:00:00","2024-06-30 00:00:00","Renewed","Al Qusais Second","52000","52000","Non Free Hold","50","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200901000125","2023-07-30 17:42:56","2023-09-18 00:00:00","2024-09-17 00:00:00","Renewed","Al Qusais First","50000","50000","Non Free Hold","1","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120200901003165","2023-07-30 19:20:55","2023-09-11 00:00:00","2024-09-10 00:00:00","Renewed","Al Warsan First","90862","90862","Free Hold","69","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","2","",""
"0120200901003165","2023-07-30 19:20:55","2023-09-11 00:00:00","2024-09-10 00:00:00","Renewed","Al Warsan First","90862","90862","Free Hold","66","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","2","",""
"0120201206004398","2023-07-30 17:14:01","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Khabeesi","667000","667000","Non Free Hold","181.51","Unit","Showroom","","Commercial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","4","",""
"0120201206004398","2023-07-30 17:14:01","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Khabeesi","667000","667000","Non Free Hold","143.36","Unit","Showroom","","Commercial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","4","",""
"0120201206004398","2023-07-30 17:14:01","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Khabeesi","667000","667000","Non Free Hold","143.03","Unit","Showroom","","Commercial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","4","",""
"0120201206004398","2023-07-30 17:14:01","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Khabeesi","667000","667000","Non Free Hold","141.08","Unit","Showroom","","Commercial","Abu Baker Al Siddique Metro Station","City Centre Mirdif","Dubai International Airport","","4","",""
"0120201216003394","2023-07-30 14:34:21","2023-04-10 00:00:00","2024-04-09 00:00:00","Renewed","Trade Center Second","145000","145000","Non Free Hold","1","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120201221004679","2023-07-30 16:51:33","2023-01-01 00:00:00","2023-12-31 00:00:00","Renewed","Al Nahda First","43000","43000","Non Free Hold","97.42","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120201221004679","2023-07-30 16:49:13","2022-01-01 00:00:00","2022-12-31 00:00:00","Renewed","Al Nahda First","42000","42000","Non Free Hold","97.42","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210216002856","2023-07-30 15:41:17","2023-03-16 00:00:00","2024-03-15 00:00:00","Renewed","Wadi Al Safa 2","52000","52000","Free Hold","83.36","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120210220001501","2023-07-30 13:43:25","2023-02-01 00:00:00","2024-01-31 00:00:00","Renewed","Naif","32000","32000","Non Free Hold","37.16","Unit","Shop","","Commercial","Union Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210311000412","2023-07-30 14:07:20","2023-04-14 00:00:00","2024-04-13 00:00:00","Renewed","Jabal Ali First","31460","31460","Free Hold","48.92","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120210421001065","2023-07-30 14:35:04","2023-07-31 00:00:00","2024-07-30 00:00:00","Renewed","Nadd Hessa","43500","43500","Free Hold","84.52","Unit","Flat","","Residential","","","IMG World Adventures","","1","","AXIS RESIDENCES 20"
"0120210421003061","2023-07-30 16:52:41","2023-07-04 00:00:00","2024-07-03 00:00:00","Renewed","Al Jadaf","65000","65000","Non Free Hold","130.11","Unit","Flat","","Residential","Healthcare City Metro Station","Dubai Mall","Downtown Dubai","","1","",""
"0120210506001001","2023-07-30 16:53:56","2023-07-08 00:00:00","2024-07-07 00:00:00","Renewed","Al Jadaf","62000","62000","Non Free Hold","83","Unit","Flat","","Residential","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210524004171","2023-07-30 07:49:25","2023-06-01 00:00:00","2024-05-31 00:00:00","Renewed","Mirdif","90000","90000","Non Free Hold","0","Villa","Villa","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","1","",""
"0120210526003529","2023-07-30 15:51:22","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Nadd Hessa","43500","43500","Free Hold","83.84","Unit","Flat","","Residential","","","IMG World Adventures","","1","","AXIS RESIDENCES 20"
"0120210601003280","2023-07-30 16:08:50","2023-07-01 00:00:00","2024-06-30 00:00:00","Renewed","Muhaisanah Fourth","44100","44100","Non Free Hold","98.28","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210603000478","2023-07-30 13:22:36","2023-08-08 00:00:00","2024-08-07 00:00:00","Renewed","Al Bada","140000","140000","Non Free Hold","0","Unit","Flat","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210603000912","2023-07-30 16:24:28","2023-06-06 00:00:00","2024-06-05 00:00:00","Renewed","Al Karama","35510","35510","Non Free Hold","91.97","Unit","Flat","","Residential","Oud Metha Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210603002812","2023-07-30 15:20:29","2023-07-05 00:00:00","2024-07-04 00:00:00","Renewed","Al Barsha South Fourth","30000","30000","Free Hold","39.87","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","PLATINUM RESIDENCE"
"0120210605001049","2023-07-30 15:22:47","2023-09-11 00:00:00","2024-09-10 00:00:00","Renewed","Nadd Hessa","44500","44500","Free Hold","83.84","Unit","Flat","","Residential","","","IMG World Adventures","","1","","AXIS RESIDENCES 20"
"0120210605001090","2023-07-30 14:49:13","2023-08-10 00:00:00","2024-08-09 00:00:00","Renewed","Nadd Hessa","28000","28000","Free Hold","46.88","Unit","Flat","","Residential","","","IMG World Adventures","","1","","AXIS RESIDENCES 20"
"0120210613000922","2023-07-30 10:55:55","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Warsan First","35000","35000","Free Hold","83.16","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210615001260","2023-07-30 10:25:50","2023-07-15 00:00:00","2024-07-14 00:00:00","Renewed","Al Warqa First","75000","75000","Non Free Hold","100","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210616003136","2023-07-30 15:12:41","2023-07-31 00:00:00","2024-07-30 00:00:00","Renewed","Jabal Ali First","74036","74036","Free Hold","134","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","",""
"0120210624000591","2023-07-30 13:22:33","2023-07-29 00:00:00","2024-07-28 00:00:00","Renewed","Al Barsha First","36750","36750","Non Free Hold","63.82","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120210624004525","2023-07-30 16:47:38","2023-07-30 00:00:00","2024-06-29 00:00:00","Renewed","Al Barsha First","115000","125075.53","Non Free Hold","176","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120210626000390","2023-07-30 10:00:21","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Mankhool","99000","99000","Non Free Hold","191.38","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210626001758","2023-07-30 16:14:50","2023-08-05 00:00:00","2024-08-04 00:00:00","Renewed","Al Jadaf","66000","66000","Non Free Hold","124.38","Unit","Flat","","Residential","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210626002197","2023-07-30 13:15:15","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Warsan Fourth","24000","24000","Free Hold","52.4","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120210627000378","2023-07-30 12:24:30","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Nahda First","42000","42000","Non Free Hold","93","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210627003182","2023-07-30 13:40:09","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Muhaisanah Fourth","41800","41800","Non Free Hold","100.24","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210628000030","2023-07-30 13:08:49","2023-08-04 00:00:00","2024-08-03 00:00:00","Renewed","Al Karama","64000","64000","Non Free Hold","96.93","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210628000760","2023-07-30 13:23:34","2023-07-26 00:00:00","2024-07-25 00:00:00","Renewed","Al Qusais First","38000","38000","Non Free Hold","7.2","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210628004378","2023-07-30 19:46:51","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Oud Metha","83000","83000","Non Free Hold","141.96","Unit","Flat","","Residential","Healthcare City Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210630001533","2023-07-30 09:42:36","2023-08-07 00:00:00","2024-08-06 00:00:00","Renewed","Al Murqabat","53600","53600","Non Free Hold","130.06","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210630004677","2023-07-30 15:49:41","2023-08-02 00:00:00","2024-08-01 00:00:00","Renewed","Wadi Al Safa 2","50000","50000","Free Hold","88.24","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120210630004679","2023-07-30 13:56:23","2023-07-10 00:00:00","2024-07-09 00:00:00","Renewed","Al Qusais First","28500","28500","Non Free Hold","55.74","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210630004679","2023-07-30 13:52:20","2022-07-10 00:00:00","2023-07-09 00:00:00","Renewed","Al Qusais First","26000","26000","Non Free Hold","55.74","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210701001247","2023-07-30 13:17:24","2023-07-10 00:00:00","2024-07-09 00:00:00","Renewed","Al Suq Al Kabeer","50000","50000","Non Free Hold","20.44","Unit","Shop","","Commercial","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210701002033","2023-07-30 15:34:26","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Murqabat","45540","45540","Non Free Hold","42","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210701003246","2023-07-30 15:33:34","2023-07-20 00:00:00","2024-07-19 00:00:00","Renewed","Nadd Hessa","38640","38640","Free Hold","69.23","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120210703001228","2023-07-30 12:40:48","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Satwa","50000","50000","Free Hold","75.44","Unit","Flat","","Residential","Emirates Towers Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210704003146","2023-07-30 09:48:20","2023-07-15 00:00:00","2024-07-14 00:00:00","Renewed","Al Suq Al Kabeer","36000","36000","Non Free Hold","1","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210706000287","2023-07-30 13:08:45","2023-08-12 00:00:00","2024-08-11 00:00:00","Renewed","Al Goze Fourth","39000","39000","Non Free Hold","74.51","Unit","Flat","","Residential","Noor Bank Metro Station","Mall of the Emirates","Downtown Dubai","","1","",""
"0120210710001452","2023-07-30 09:15:18","2023-07-25 00:00:00","2024-07-24 00:00:00","Renewed","Hor Al Anz East","38000","38000","Non Free Hold","59.94","Unit","Flat","","Residential","Al Qiyadah Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210714002503","2023-07-30 13:31:21","2023-08-21 00:00:00","2024-08-20 00:00:00","Renewed","Al Qusais First","49500","49500","Non Free Hold","107.06","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210718001846","2023-07-30 08:25:34","2023-08-20 00:00:00","2024-08-19 00:00:00","Renewed","Mankhool","40000","40000","Non Free Hold","1","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210718004136","2023-07-30 13:32:24","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Nahda Second","47000","47000","Non Free Hold","92.9","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210718004136","2023-07-30 13:32:24","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Nahda Second","47000","47000","Non Free Hold","92.9","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210724000126","2023-07-30 17:55:22","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Barsha First","62000","62000","Non Free Hold","81","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120210724000367","2023-07-30 11:15:07","2023-08-10 00:00:00","2024-08-09 00:00:00","Renewed","Al Qusais First","39000","39000","Non Free Hold","1","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210724000440","2023-07-30 15:57:26","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Warsan First","47000","47000","Free Hold","105.92","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
